"country","year","group","country_code","region","fh_regime_class","membership","visa_free","visa_dialogue","taxation","customs","public_procurement","competition","business_environment","sme_development","money_laundering","budget_control","anticorruption_policy","public_administration","elections","judiciary","civil_society_development","freedom_of_expression","human_rights","minority_rights","freedom_of_assembly","assistance_manual","assistance_fts","words","corruption","progress_words","positive","negative","difference","internet_pct","broadband","fh_national_democratic_governance","fh_electoral_process","fh_civil_society","fh_independent_media","fh_local_democratic_governance","fh_judicial_independence","fh_corruption","fh_democracy_score","fh_democracy_percentage","fh_dem_percentage_rounded","e_wbgi_cce","v2x_cspart","v2juhcind","v2jucorrdc","v2juaccnt","v2xcs_ccsi","v2cseeorgs","v2csreprss","v2cscnsult","v2csstruc_nr","v2csprtcpt","v2csantimv","v2cacamps","v2caassemb","v2capolit","v2x_corr","v2x_execorr","v2x_pubcorr","e_fh_cl","e_fh_pr","e_fh_rol","e_fh_status","e_wbgi_gee","e_wbgi_pve","e_wbgi_rle","e_wbgi_rqe","e_wbgi_vae","e_migdppcln","e_ti_cpi","v2x_freexp_altinf","v2x_polyarchy","v2x_libdem","v2x_partipdem","internet_pct_norm","broadband_norm","coc_norm","fh_independent_media_norm","progress_borzel","progress_corr_only","progress_ipi","socialisation_borzel","socialisation_ipi","socialisation_corr_only","socialisation_coc","population","assistance_man_per_capita","assistance_fts_per_capita","export","export_per_capita","gee_dum","year_factor","v2smpolsoc","v2smpolsoc_ord","pred","gdp","assistance_share","export_share","duration","georgia","pred_ipi","pred_coc","progress_dum","progress_ipi_logit","socialisation_ipi_logit","socialisation_e_wbgi_cce","pred_ipi_plm","pred_coc_plm"
"Azerbaijan",2004,"EaP","az","Eurasia","SCA","0",0,"0",1,1,2,0,0,0,2,2,1,2,0,0,1,1,1,1,1,30,30,15415,0.0020759001,0.002205644,0.12203554,0.03509913,0.08693641,8.03,0.03,2,1.75,3.25,2,2,2.25,1.75,2.14,19.05,19,-1.163,0.288,-1.265,-2.835,-1.143,0.232,-1.08,-0.626,-0.73,5,-0.513,-0.62,0.325,-1.343,-1.562,0.956,0.91,0.959,5,6,NA,3,-0.74,-1.061,-0.875,-0.59,-1.057,8.69,NA,0.223,0.218,0.073,0.089,0.100320406584908,0.00140548137737175,0.0399014778325123,0.533333333333333,0.466666666666667,0.75,0.401460800887317,0.375,0.320386488971076,0.416666666666667,0.243965517241379,8306500,3.61,3.61162944681876,1291.7,155.504725215193,0,"2004",-0.975,0,0.31782908189399,8680370408.05943,0.00041588087031957,0.148807013903543,0,0,0.31782908189399,0.335722945041222,0,-0.399382121489176,-0.785427435104345,-0.74875,-0.035781404594633,0.13809399847146
"Azerbaijan",2007,"EaP","az","Eurasia","CA","0",0,"0",2,0,1,1,0,0,1,1,1,2,0,1,0,0,1,0,0,19,0.412115,8446,0.0026047833,0.003670377,0.06277996,0.02735668,0.03542328,14.54,0.17,2,1.5,2.75,1.75,2,2.25,1.75,2,16.67,17,-1.123,0.288,-1.265,-2.753,-1.143,0.232,-1.08,-0.626,-0.73,11,-0.513,-0.62,0.22,-1.207,-1.31,0.956,0.91,0.959,5,6,4,3,-0.79,-0.626,-0.879,-0.459,-1.233,9.45,NA,0.225,0.214,0.071,0.087,0.244171914705557,0.011243851018974,0.0596059113300492,0.4,0.366666666666667,0.583333333333333,0.277308990238522,0.441666666666667,0.425342472533833,0.458333333333333,0.325492610837438,8581300,2.21,0.0480247748010208,7354.7,857.061284420775,0,"2007",-0.74,1,0.369842256481334,33050343782.7759,6.68676856896035e-05,0.222530211738157,3,0,0.369842256481334,0.222134418513106,0,-0.957849385700049,-0.307812087041765,-0.58325,0.0355407484780148,-0.0267972293610532
"Azerbaijan",2008,"EaP","az","Eurasia","CA","0",0,"0",2,0,1,1,2,2,0,0,1,0,0,1,0,0,0,0,1,22,1.954033,8707,0.0018376019,0.003330653,1.02210367,0.05929606,0.9628076,17.08,0.68,2,1.5,2.75,1.75,2,2.25,1.75,2,16.67,17,-1.149,0.288,-1.265,-2.583,-1.143,0.21,-1.306,-0.626,-0.73,11,-0.513,-0.424,0.147,-1.304,-1.31,0.953,0.91,0.953,5,6,4,3,-0.77,-0.333,-0.832,-0.355,-1.325,9.55,NA,0.213,0.213,0.071,0.085,0.300298309579052,0.0470836261419536,0.0467980295566502,0.4,0.333333333333333,0.25,0.364474247321709,0.508333333333333,0.481983661583087,0.520833333333333,0.331403940886699,8763400,2.51,0.2229765844307,10663.3,1216.79941575188,0,"2008",-0.831,1,0.387216238081332,48852482960.0779,5.13791694487906e-05,0.218275497045135,4,0,0.387216238081332,0.21719897286883,0,-0.555996716412981,-0.0740050311431889,-0.57125,0.0811669089583156,-0.0817432775429003
"Azerbaijan",2009,"EaP","az","Eurasia","CA","0",0,"0",1,0,0,2,2,2,2,0,1,1,1,1,1,0,0,0,1,20,0.70977594,8728,0.0019477544,0.00423923,0.05862739,0.02310033,0.03552706,27.4,1.12,1.75,1.25,2.5,1.25,1.75,2.25,1.5,1.75,12.5,13,-1.188,0.265,-1.265,-2.583,-1.034,0.226,-1.228,-0.626,-0.938,11,-0.513,-0.424,0.147,-1.304,-1.153,0.953,0.91,0.953,5,6,4,3,-0.66,-0.276,-0.88,-0.308,-1.26,9.64,NA,0.209,0.213,0.071,0.085,0.528339410009944,0.0780042164441321,0.0275862068965517,0.133333333333333,0.433333333333333,0.416666666666667,0.364153206657809,0.516666666666667,0.499719706028557,0.5625,0.307142857142857,8947243,2.24,0.0793290111825509,7545.7,843.354763025884,0,"2009",-0.757,1,0.367057569534798,44291490420.5026,5.05740488462565e-05,0.170364553740713,5,0,0.367057569534798,0.225221766469972,0,-0.557382966853999,-0.00112505552517873,-0.6205,-0.0112497626940802,-0.0152856906400098
"Azerbaijan",2010,"EaP","az","Eurasia","CA","0",0,"0",2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,7,29.53207439,7536,0.0022558386,0.004644374,0.08728926,0.03458835,0.05270091,46,5.26,1.5,1.25,2.25,1.25,1.75,1.75,1.5,1.61,10.12,10,-1.244,0.211,-1.265,-2.583,-1.034,0.187,-1.388,-0.679,-1.359,11,-0.743,-0.424,0.147,-1.304,-1.153,0.947,0.91,0.931,5,6,4,3,-0.81,-0.239,-0.893,-0.372,-1.305,9.69,NA,0.22,0.214,0.071,0.08,0.939343718926085,0.368938861560084,1e-09,0.133333333333333,0.166666666666667,0.25,0.226733996409146,0.525,0.531851785931361,0.583333333333333,0.31871921182266,9054332,0.77,3.26165137196206,10045.3,1109.44683716038,0,"2010",-0.757,1,0.368006170172099,52902703376.1056,1.45550217826445e-05,0.189882545861298,6,0,0.368006170172099,0.205275814628042,0,-1.22684559950472,0.158297066480842,-0.597,-0.143301386091016,-0.0578937040287467
"Azerbaijan",2011,"EaP","az","Eurasia","CA","0",0,"0",1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,31,14.90424059,5778,0.002596054,0.005019038,0.06068859,0.02880011,0.03188849,50,10.65,1.5,1,2.25,1.25,1.5,1.75,1.5,1.54,8.93,9,-1.179,0.211,-1.265,-2.583,-1.034,0.191,-1.388,-0.696,-1.359,11,-0.743,-0.606,0.147,-1.304,-1.153,0.947,0.91,0.931,5,6,4,3,-0.76,-0.532,-0.894,-0.372,-1.302,9.69,NA,0.197,0.21,0.069,0.079,1.02773174234891,0.747716092761771,0.0320197044334975,0.133333333333333,0.2,0.333333333333333,0.287865882018501,0.516666666666667,0.562741067774529,0.583333333333333,0.34076354679803,9173082,3.38,1.62478004557247,15461.5,1685.5294654512,0,"2011",-0.83,1,0.39231448402437,65951627200.2026,5.12496831918897e-05,0.234436975346569,7,0,0.39231448402437,0.191456773329428,0,-0.905771577390388,0.255953483165103,-0.55225,-0.133189536227072,-0.15161364989062
"Azerbaijan",2012,"EaP","az","Eurasia","CA","0",0,"0",2,2,1,0,1,0,2,1,2,2,0,0,1,0,0,0,0,19.5,2.39708343,7391,0.0029765932,0.004600189,0.06141787,0.02959042,0.03182744,54.2,14.78,1.25,1,2,1.25,1.5,1.5,1.5,1.43,7.14,7,-1.127,0.193,-1.265,-2.624,-1.034,0.184,-1.388,-0.75,-1.359,11,-0.793,-0.698,0.147,-1.206,-1.153,0.947,0.91,0.931,5,6,4,3,-0.78,-0.716,-0.835,-0.456,-1.299,9.7,27,0.184,0.208,0.068,0.077,1.12053916694288,1.03794799718904,0.0576354679802956,0.133333333333333,0.433333333333333,0.666666666666667,0.470492520727719,0.555555555555556,0.534376413764304,0.5,0.48128078817734,9295784,2.1,0.257867806523904,14287.2,1536.95481736667,0,"2012",-0.83,1,0.386279553896322,69683935845.2139,3.01360704519424e-05,0.205028602743329,8,0,0.386279553896322,0.0850053200823191,0,-0.118167227636911,0.160276926065784,-0.267,-0.188382156916789,-0.151202037064812
"Azerbaijan",2013,"EaP","az","Eurasia","CA","0",0,"0",2,1,0,0,1,0,2,1,1,2,1,0,1,0,0,0,0,25,27.17718836,9650,0.0027979275,0.002797927,0.05499329,0.03145728,0.02353601,73,18.24,1.25,1,1.75,1.25,1.5,1.5,1.25,1.36,5.95,6,-0.967,0.215,-2.227,-2.624,-2.348,0.195,-1.112,-1.064,-1.733,9,-0.784,-0.171,0.349,-1.206,-0.758,0.948,0.91,0.916,6,6,4,3,-0.48,-0.413,-0.724,-0.408,-1.403,9.75,28,0.19,0.206,0.067,0.078,1.53596287703016,1.28109627547435,0.136453201970443,0.133333333333333,0.366666666666667,0.5,0.41459968690991,0.491666666666667,0.52626309683688,0.458333333333333,0.372660098522167,9416801,2.65,2.88603192952681,14370,1525.99593004036,0,"2013",-0.83,1,0.399814840473558,74164435946.4627,3.57314117768382e-05,0.19375863669176,9,0,0.399814840473558,0.149187943569058,0,-0.344982464249106,0.124281406386887,-0.4875,-0.107247868382334,-0.131511019225609
"Azerbaijan",2014,"EaP","az","Eurasia","CA","0",0,"1",1,1,1,0,2,1,0,2,1,2,0,0,0,0,0,0,0,22,3.88140505,6389,0.0025043043,0.004069494,0.06016964,0.03013761,0.03003202,75,19.97,1.25,1,1.5,1.25,1.5,1.5,1.25,1.32,5.36,5,-1.019,0.095,-2.227,-2.624,-2.348,0.167,-0.812,-1.307,-2.222,8,-2.023,-0.767,0.524,-1.206,-0.758,0.948,0.91,0.916,6,6,3,3,-0.36,-0.56,-0.672,-0.277,-1.479,9.77,29,0.179,0.196,0.064,0.064,1.58015688874158,1.40267041461701,0.110837438423645,0.133333333333333,0.366666666666667,0.5,0.463173359862163,0.591666666666667,0.639663675509015,0.5625,0.417857142857143,9535079,2.31,0.407065851263529,13206.4,1385.03309726118,1,"2014",-0.83,1,0.435002564570313,75244294275.1498,3.07000022028634e-05,0.175513640299522,10,0,0.435002564570313,0.162333135301994,0,-0.147573800750702,0.595387826755978,-0.39575,-0.184612613832736,0.0858814827091867
"Azerbaijan",2016,"EaP","az","Eurasia","CA","0",0,"1",2,1,2,0,1,0,0,2,2,2,0,1,0,0,0,0,0,13.5,0.3763429,8876,0.0009013069,0.003492564,0.12711053,0.03231832,0.0947922,78.2,18.53,1.25,1,1,1,1.5,1,1.25,1.14,2.38,2,-0.839,0.195,-2.227,-2.866,-1.861,0.143,-1.439,-1.31,-1.464,8,-1.209,-0.724,0.622,-1.291,-0.758,0.943,0.911,0.915,6,7,2,3,-0.17,-0.804,-0.52,-0.282,-1.561,9.72,30,0.22,0.201,0.061,0.076,1.65086730747984,1.30147575544624,0.199507389162562,0,0.433333333333333,0.75,0.498014294288587,0.688888888888889,0.667579516977948,0.75,0.435303776683087,9757812,1.38,0.0385683696304048,7638.7,782.829183427596,1,"2016",-0.939,0,0.442314721386541,37867518957.1975,3.64428417282855e-05,0.20172169210859,12,0,0.442314721386541,0.135483789290266,1,-0.00794286460440225,0.820301248716564,-0.360333333333333,0.144727129176926,0.180938272354122
"Azerbaijan",2018,"EaP","az","Eurasia","CA","0",0,"1",2,1,0,0,2,2,0,2,1,2,0,1,0,0,0,0,0,13.5,2.74796502,9903,0.001413713,0.00212057,0.10062725,0.02733481,0.07329244,79.8,19.01,1,1,1,1,1.5,1,1,1.07,1.19,1,-0.829,0.208,-2.779,-3.34,-1.521,0.102,-1.534,-1.787,-1.022,6,-1.32,-0.755,0.345,-1.291,-0.447,0.939,0.903,0.924,6,7,1,3,-0.1,-0.697,-0.6,-0.301,-1.496,9.72,25,0.192,0.197,0.059,0.066,1.68622251684897,1.33520730850316,0.204433497536946,0,0.433333333333333,0.5,0.542559576056339,0.608333333333333,0.612600482918442,0.645833333333333,0.459852216748768,9939771,1.36,0.276461602586217,11494.1,1156.37472935745,1,"2018",-0.939,0,0.478298717840105,47112941176.4706,2.88668031763472e-05,0.243969060580333,14,0,0.478298717840105,0.115173650745634,1,0.170651241652546,0.513755029476759,-0.3105,0.194026915339949,0.108231539089228
"Azerbaijan",2019,"EaP","az","Eurasia","CA","0",0,"1",2,2,0,0,2,2,1,2,1,2,0,0,0,0,0,0,0,13.5,2.76588745,10316,0.0017448623,0.001454052,0.05959605,0.02802111,0.03157495,81.1,19.34,1,1,1,1,1.5,1,1,1.07,1.19,1,-0.868,0.252,-2.779,-3.34,-1.708,0.167,-1.534,-0.812,-1.022,6,-0.671,-0.659,0.345,-1.291,-0.447,0.921,0.867,0.898,6,7,NA,3,-0.14,-0.681,-0.577,-0.227,-1.492,9.72,30,0.194,0.196,0.06,0.067,1.71494862446139,1.3583977512298,0.185221674876847,0,0.466666666666667,0.5,0.586389432320466,0.733333333333333,0.832619863122274,0.833333333333333,0.263054187192118,10023318,1.35,0.275945295759348,10735.5,1071.05251973448,1,"2019",-0.435,1,0.500164415897564,48047647058.8235,2.80971094869064e-05,0.223434458441988,15,0,0.500164415897564,0.288778260267124,1,0.349059255778207,1.60430969684626,-0.71,0.348303026785453,0.102901315129756
"Georgia",2004,"EaP","ge","Eurasia","T/H","0",0,"0",2,1,2,0,1,0,1,0,1,1,2,1,2,1,1,0,2,54.15,58.15,14663,0.001568574,0.002182364,0.13233632,0.03065687,0.10167944,3.89,0.04,2.5,3.25,4.5,3.75,2,3,2.25,3.04,33.93,34,-0.469,0.759,-0.48,0.505,1.111,0.903,2.134,2.36,1.673,5,0.844,-0.038,1.046,1.253,-0.289,0.213,0.226,0.13,4,3,NA,2,-0.54,-0.865,-0.658,-0.455,-0.078,8.76,NA,0.75,0.567,0.375,0.34,0.00883880234228262,0.00210822206605762,0.381773399014778,1.46666666666667,0.466666666666667,0.5,0.436567237128125,0.375,0.311609879910874,0.479166666666667,0.158497536945813,3927340,13.79,14.8064593337984,314.4,80.0541842570289,0,"2004",0.159,1,0.496751334752431,5125365191.98664,0.00269053998758181,0.0613419704202844,0,1,0.496751334752431,0.511559002065724,0,-0.255105605447838,-0.82149656411468,-0.92225,-0.373243110390737,-0.097248406451172
"Georgia",2007,"EaP","ge","Eurasia","T/H","0",0,"0",2,0,1,0,1,1,1,1,2,0,1,1,2,1,0,0,1,24,8.91739483,9407,0.0020197725,0.00446476,0.06314617,0.02495619,0.03818999,8.26,1.12,2.5,3.5,4.5,4,2.5,3.25,3,3.32,38.69,39,-0.135,0.711,-0.377,1.478,0.661,0.841,1.863,1.432,1.129,16,1.035,0.27,1.508,0.523,-0.128,0.128,0.21,0.04,4,4,6,2,0.11,-0.645,-0.347,0.294,-0.23,9.02,NA,0.74,0.559,0.39,0.337,0.10540271793172,0.0780042164441321,0.546305418719212,1.6,0.4,0.5,0.449308622265661,0.433333333333333,0.382342564527049,0.479166666666667,0.203817733990148,3860158,6.22,2.31011135554555,458.9,118.881144243319,1,"2007",0.92,2,0.548186083271606,10172882370.5477,0.000611429462509859,0.04511012545752,3,1,0.548186083271606,0.3817766913454,0,-0.20346453289206,-0.496408300243762,-0.83025,-0.423814632044726,-0.108665765960824
"Georgia",2008,"EaP","ge","Eurasia","T/H","0",0,"0",1,2,1,0,1,2,2,1,2,0,1,1,1,0,0,1,1,90.3,37.0565876,10978,0.0016396429,0.004463472,0.06332493,0.02944466,0.03388027,10.01,2.71,2.25,3.25,4.5,3.75,2.5,3.25,3,3.21,36.9,37,-0.108,0.722,-0.377,1.478,0.661,0.861,1.758,2.02,1.149,16,1.035,0.204,1.823,0.502,0.08,0.109,0.219,0.035,4,4,5,2,0.3,-0.92,-0.267,0.484,-0.257,9.04,NA,0.727,0.513,0.358,0.329,0.144072478179207,0.189739985945186,0.559605911330049,1.46666666666667,0.5,0.583333333333333,0.533353297116294,0.466666666666667,0.439763899134441,0.4375,0.20320197044335,3848449,23.46,9.62896678635991,735.6,191.141937959942,1,"2008",1.566,3,0.630530473345115,12795076469.0099,0.00183351776418225,0.0574908639101648,4,1,0.630530473345115,0.395946480379705,1,0.133611604466997,-0.246407111363183,-0.8315,-0.0081320995473031,0.0619464962581343
"Georgia",2009,"EaP","ge","Eurasia","T/H","0",0,"0",1,1,1,0,2,2,1,1,2,0,1,1,2,0,1,0,0,80.9,135.69987983,11663,0.0008574123,0.003858355,0.0628272,0.02646495,0.03636224,20.07,3.64,2,2.75,4.25,3.75,2.5,3.25,3,3.07,34.52,35,-0.124,0.73,-0.377,1.478,0.661,0.853,1.43,2.328,1.178,16,1.082,0.298,1.246,0.546,0.08,0.105,0.211,0.031,4,4,6,2,0.29,-0.967,-0.205,0.501,-0.189,8.99,NA,0.715,0.503,0.352,0.323,0.366368357087615,0.255094869992973,0.551724137931034,1.46666666666667,0.466666666666667,0.5,0.503672078906136,0.508333333333333,0.464839987966475,0.541666666666667,0.176108374384236,3814419,21.21,35.5755043769444,516.5,135.407253372008,1,"2009",0.024,1,0.579634579955332,10766836276.5639,0.00196993800733904,0.0479713805181808,5,1,0.579634579955332,0.446877950376105,1,0.0146885797126229,-0.144142942166834,-0.8865,-0.13971139906098,0.0926831989967577
"Georgia",2010,"EaP","ge","Eurasia","T/H","0",0,"0",2,2,2,2,2,1,1,0,1,0,1,2,1,1,2,0,0,37.2,47.37145627,11003,0.0012723803,0.003453604,0.08959428,0.02739566,0.06219862,26.9,4.45,2,2.75,4.25,3.75,2.5,3.25,3,3.07,34.52,35,0.008,0.728,-0.377,1.227,0.661,0.887,1.767,2.328,1.061,17,1.234,0.324,1.805,0.728,0.08,0.115,0.211,0.031,3,4,7,2,0.31,-0.718,-0.21,0.594,-0.161,9.04,NA,0.707,0.512,0.36,0.335,0.51729090708209,0.312016865776529,0.616748768472906,1.46666666666667,0.633333333333333,0.5,0.637332268313553,0.408333333333333,0.429202217955259,0.520833333333333,0.164532019704433,3786695,9.82,12.5099740723771,567.4,149.840428130599,1,"2010",-1.35,0,0.51182569886321,12243505582.6741,0.000802057869267146,0.0463429363566374,6,1,0.51182569886321,0.456323912353182,1,0.56380405850681,-0.289365348022041,-0.91,-0.139006857274234,0.0704499940194805
"Georgia",2011,"EaP","ge","Eurasia","T/H","0",0,"0",2,2,2,2,2,1,1,2,2,0,0,0,1,0,2,0,0,50.73,39.1892257,7003,0.0008567757,0.004141082,0.06707531,0.02655724,0.04051806,31.52,6.09,2.25,3,4.25,3.75,2.5,3,3.25,3.14,35.71,36,0.118,0.754,-0.377,1.227,0.661,0.887,1.767,2.328,1.205,17,1.286,0.486,1.805,0.577,0.08,0.115,0.211,0.031,3,4,7,2,0.55,-0.657,-0.124,0.664,-0.173,9.1,NA,0.707,0.511,0.359,0.334,0.619379074135455,0.427266338721012,0.670935960591133,1.46666666666667,0.6,0.583333333333333,0.604721336646797,0.416666666666667,0.483527204117455,0.520833333333333,0.181034482758621,3756441,13.5,10.4325412538091,614.5,163.58569188229,1,"2011",-1.35,0,0.551322407291508,15107441446.7833,0.000893599359464964,0.0406753189919422,7,1,0.551322407291508,0.431181373364158,1,0.42517675832514,-0.0767836007637791,-0.8765,-0.117457745151163,0.0548862313873167
"Georgia",2012,"EaP","ge","Eurasia","T/H","0",0,"1",2,2,1,2,1,0,1,1,2,0,2,0,1,1,2,0,2,60,38.54644967,8641,0.0011572735,0.003587548,0.06249027,0.03083439,0.03165588,36.94,11.39,2.25,3,4.25,3.75,2.5,3,3.5,3.18,36.31,36,0.401,0.77,-0.096,1.621,0.661,0.851,1.395,2.357,1.34,17,1.342,0.703,1.206,0.796,0.08,0.102,0.202,0.039,3,3,7,2,0.61,-0.68,-0.015,0.694,0.022,9.16,52,0.721,0.52,0.37,0.341,0.739144845873384,0.799718903724526,0.810344827586207,1.46666666666667,0.566666666666667,0.416666666666667,0.500230434011024,0.511111111111111,0.524463776003202,0.583333333333333,0.230377668308703,3728874,16.09,10.3372893988909,583.1,156.374283496841,1,"2012",-1.203,0,0.659461486781149,16488403076.3641,0.000975837376456717,0.035364249484892,8,1,0.659461486781149,0.471768034254778,1,0.000921736109354465,0.120580604817029,-0.776333333333333,0.0972911574893862,0.0522255882604855
"Georgia",2013,"EaP","ge","Eurasia","T/H","0",0,"1",2,2,2,1,2,0,1,2,1,1,1,1,1,1,2,0,1,70,44.40516573,9610,0.001144641,0.002809573,0.05955472,0.03357207,0.02598265,43.3,12.77,2.5,3.25,4.25,3.75,2.5,3,3.5,3.25,37.5,38,0.469,0.757,0.488,1.621,1.002,0.876,1.654,2.263,1.207,14,1.342,-0.432,1.038,1.846,0.08,0.096,0.18,0.055,3,3,8,2,0.58,-0.441,-0.006,0.757,0.139,9.19,49,0.9,0.631,0.475,0.41,0.879681803115678,0.896697118763176,0.84384236453202,1.46666666666667,0.633333333333333,0.666666666666667,0.676793566189397,0.425,0.460714627017008,0.416666666666667,0.195812807881773,3717668,18.83,11.9443602091419,667.1,179.440444924076,1,"2013",-1.203,0,0.670540804669346,17189551520.9811,0.00109543288415737,0.0388084586840882,9,1,0.670540804669346,0.518365748423836,1,0.73907506898447,-0.146732976921507,-0.8465,0.227118342391099,0.0204504432392522
"Georgia",2014,"EaP","ge","Eurasia","T/H","0",0,"1",1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,0,101,56.9913071,7130,0.001542777,0.003225806,0.06626779,0.03127895,0.03498884,44,14.89,2.5,3.5,4.25,4,2.5,3,3.5,3.32,38.69,39,0.786,0.758,0.93,1.621,0.928,0.876,1.773,2.041,1.207,14,1.342,-0.481,0.982,2.074,0.08,0.101,0.189,0.074,3,3,8,2,0.49,-0.322,0.191,0.934,0.285,9.24,52,0.909,0.676,0.515,0.446,0.895149707214672,1.04567814476458,0.999,1.6,0.766666666666667,0.75,0.730867827165802,0.491666666666667,0.572740058683105,0.5,0.195566502463054,3719414,27.15,15.3226575745534,659.2,177.232219914212,1,"2014",-1.203,0,0.690433735107908,17627003454.7205,0.00154025044981365,0.0373971674591955,10,1,0.690433735107908,0.523805924495813,1,0.99903002465526,0.308736870404487,-0.847,0.175845195673249,0.00901574823419699
"Georgia",2016,"EaP","ge","Eurasia","T/H","0",0,"1",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,109.5,52.97478928,8408,0.0021408183,0.00190295,0.15471105,0.11408952,0.04062153,58.46,16.96,2.5,3.5,4.25,4,2.75,3.25,3.5,3.39,39.88,40,0.685,0.798,0.574,0.959,0.839,0.878,1.499,2.562,1.424,12,1.476,-0.314,0.752,2.074,0.08,0.134,0.185,0.088,3,3,8,2,0.52,-0.313,0.384,1.009,0.295,9.3,57,0.906,0.692,0.539,0.456,1.21467241188819,1.19114546732256,0.950246305418719,1.6,0.966666666666667,0.999,0.875242411633781,0.511111111111111,0.541836811196217,0.666666666666667,0.185057471264368,3727505,29.38,14.2118627017268,520.8,139.718122443833,1,"2016",0.532,2,0.761167994256141,15141758566.7808,0.00194032944525058,0.0343949480968857,12,1,0.761167994256141,0.497185516032,1,1.94812832848721,0.168277517686026,-0.868333333333333,0.275502052124898,-0.0143348458553221
"Georgia",2018,"EaP","ge","Eurasia","T/H","0",1,"2",1,2,0,2,2,2,2,2,2,2,1,1,1,2,1,2,1,79.4,115.76353188,10207,0.0017634956,0.003233075,0.10810515,0.03572914,0.072376,62.72,21.54,2.5,3.5,4.25,3.75,2.75,3,3.5,3.32,38.69,39,0.708,0.844,0.604,0.959,0.86,0.924,2.283,2.309,1.526,11,1.687,-0.233,1.384,1.828,0.16,0.14,0.19,0.116,3,3,8,2,0.62,-0.433,0.328,1.126,0.248,9.39,58,0.891,0.691,0.548,0.462,1.3088056568335,1.51300070274069,0.961576354679803,1.46666666666667,0.8,0.75,0.762019709426702,0.516666666666667,0.557735449575852,0.583333333333333,0.270566502463054,3726549,21.31,31.064540377706,646.7,173.538574160705,1,"2018",-1.408,0,0.683624307477029,17599700090.762,0.00121081608721194,0.0367449443266053,14,1,0.683624307477029,0.428231356495072,1,1.16378456321644,0.265471699085786,-0.69475,0.270256127125768,-0.0286192541815902
"Moldova",2004,"EaP","md","Eurasia","SCA","0",0,"0",1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,54.1,54.1,9832,0.003458096,0.002847844,0.17154396,0.05311931,0.11842464,10.63,0.06,2.25,4,4,3,2.25,3.25,1.75,2.93,32.14,32,-0.983,0.451,0.439,-1.16,-1.96,0.517,0.185,0.575,-0.442,5,-0.298,-1.32,-0.854,0.901,-0.091,0.792,0.737,0.661,4,3,NA,2,-0.87,-0.221,-0.334,-0.444,-0.585,8.25,NA,0.614,0.523,0.399,0.301,0.157772621809745,0.00351370344342937,0.128571428571429,1.06666666666667,0.233333333333333,0.166666666666667,0.217831374663327,0.433333333333333,0.366293845527074,0.5625,0.22179802955665,2895147,18.69,18.6864432099648,523.5,180.819834018791,0,"2004",-0.199,1,0.343985419351793,2598249555.89984,0.00719330441433566,0.201481801011489,0,0,0.343985419351793,0.398976394844436,0,-1.27834909796599,-0.565685690985142,-0.79375,-0.0274967048866834,-0.0482267077668083
"Moldova",2005,"EaP","md","Eurasia","SCA","0",0,"0",1,1,0,0,1,1,1,2,1,1,1,0,2,0,0,1,0,54.1,54.1,6195,0.002259887,0.007102502,0.07067375,0.0268736,0.04380015,14.63,0.25,2.25,4,4,3,2.25,3.25,1.75,2.93,32.14,32,-0.668,0.451,0.439,-0.849,-1.96,0.517,0.185,0.575,-0.442,12,-0.298,-1.32,-0.854,0.901,-0.091,0.774,0.737,0.661,4,3,8,2,-0.75,-0.405,-0.358,-0.459,-0.548,8.31,NA,0.614,0.473,0.368,0.273,0.246160645232571,0.016865776528461,0.283743842364532,1.06666666666667,0.366666666666667,0.416666666666667,0.347070545351154,0.7,0.551029967504875,0.583333333333333,0.257142857142857,2888111,18.73,18.7319670192732,439.5,152.175591589104,0,"2005",-0.199,1,0.350217298553051,2988348836.471,0.00626767523637522,0.14707118346967,1,0,0.350217298553051,0.338353763868258,0,-0.631941030735605,0.204833052417824,-0.722,0.0811876173055102,-0.0313503642267143
"Moldova",2007,"EaP","md","Eurasia","T/H","0",0,"0",2,1,1,2,1,1,2,2,1,1,1,0,1,1,1,1,1,40,60.61982614,9281,0.0023704342,0.004740868,0.07229668,0.02445354,0.04784315,20.45,1.28,2.25,4.25,4.25,2.75,2.25,3.5,2,3.04,33.93,34,-0.659,0.482,0.439,-0.849,-1.96,0.508,0.208,0.575,-0.228,12,-0.375,-1.234,-0.35,0.402,-0.091,0.774,0.737,0.661,4,3,8,2,-0.82,-0.015,-0.508,-0.278,-0.292,8.38,NA,0.621,0.46,0.36,0.267,0.374765219312783,0.0892480674631061,0.288177339901478,0.933333333333333,0.6,0.583333333333333,0.516556109171218,0.383333333333333,0.365530692800659,0.458333333333333,0.268349753694581,2873429,13.92,21.0966848806774,731.8,254.678295513827,0,"2007",-0.199,1,0.387377605302527,4401189466.14058,0.0031627813587872,0.166273232640838,3,0,0.387377605302527,0.303045362802328,1,0.0662486558631167,-0.563836597432557,-0.69925,0.101662056245917,-0.033212355953193
